department,viewed or edited file count,synced file count,shared internally file count,shared externally file count,inactive days
JAP.KANTOR PERWAKILAN BI PROVINSI PAPUA,174.3695652173913,454.3695652173913,6.130434782608695,0.021739130434782608,15.543478260869565
JB.KANTOR PERWAKILAN BI PROVINSI JAMBI,507.59090909090907,29.75,3.0454545454545454,0.0,62.525
JKT.KANTOR PERWAKILAN BI PROVINSI DKI JAKARTA,880.6515151515151,790.2727272727273,4.909090909090909,0.06060606060606061,32.96969696969697
JR.KANTOR PERWAKILAN BI JEMBER,125.29268292682927,61.24390243902439,1.8048780487804879,0.024390243902439025,58.55
KD.KANTOR PERWAKILAN BI KEDIRI,350.875,144.25,2.2916666666666665,0.020833333333333332,38.666666666666664
KDI.KANTOR PERWAKILAN BI PROVINSI SULAWESI TENGGARA,70.3103448275862,233.55172413793105,5.137931034482759,0.034482758620689655,44.89655172413793
KPA.KANTOR PERWAKILAN BI PROVINSI NUSA TENGGARA TIMUR,348.6190476190476,849.547619047619,5.428571428571429,0.047619047619047616,39.976190476190474
LND.KANTOR PERWAKILAN BI LONDON,230.71428571428572,118.42857142857143,122.71428571428571,0.0,13.285714285714286
LSM.KANTOR PERWAKILAN BI LHOKSEUMAWE,39.07142857142857,83.92857142857143,5.107142857142857,0.0,50.44444444444444
MDN.KANTOR PERWAKILAN BI PROVINSI SUMATERA UTARA,286.9268292682927,26.0,4.780487804878049,0.04878048780487805,56.22222222222222
MJU.KANTOR PERWAKILAN BI PROVINSI SULAWESI BARAT,185.96666666666667,990.8,4.233333333333333,0.03333333333333333,19.82758620689655
MKS.KANTOR PERWAKILAN BI PROVINSI SULAWESI SELATAN,389.2972972972973,446.7162162162162,2.891891891891892,0.05405405405405406,63.04225352112676
ML.KANTOR PERWAKILAN BI MALANG,150.45,13.583333333333334,2.0,0.0,54.49122807017544
MO.KANTOR PERWAKILAN BI PROVINSI SULAWESI UTARA,351.84615384615387,897.2051282051282,3.41025641025641,0.07692307692307693,39.666666666666664
MTR.KANTOR PERWAKILAN BI PROVINSI NUSA TENGGARA BARAT,67.52777777777777,851.4722222222222,3.4722222222222223,0.027777777777777776,35.029411764705884
MW.KANTOR PERWAKILAN BI PROVINSI PAPUA BARAT,395.8421052631579,33.26315789473684,2.4210526315789473,0.0,23.2972972972973
NY.KANTOR PERWAKILAN BI NEW YORK,451.7142857142857,61.714285714285715,63.285714285714285,0.0,19.571428571428573
PAL.KANTOR PERWAKILAN BI PROVINSI SULAWESI TENGAH,2704.8,383.8,4.966666666666667,0.0,38.666666666666664
PBR.KANTOR PERWAKILAN BI PROVINSI RIAU,494.93023255813955,307.69767441860466,4.27906976744186,0.046511627906976744,40.26829268292683
PDG.KANTOR PERWAKILAN BI PROVINSI SUMATERA BARAT,277.8292682926829,1008.6829268292682,2.3902439024390243,0.0,37.85
PG.KANTOR PERWAKILAN BI PROVINSI SUMATERA SELATAN,47.45614035087719,1291.0877192982457,2.5789473684210527,0.12280701754385964,90.32692307692308
PKP.KANTOR PERWAKILAN BI PROVINSI KEPULAUAN BANGKA BELITUNG,1178.7941176470588,167.52941176470588,6.029411764705882,0.029411764705882353,23.08823529411765
PLK.KANTOR PERWAKILAN BI PROVINSI KALIMANTAN TENGAH,372.6170212765957,1237.5106382978724,3.3617021276595747,0.0425531914893617,49.67391304347826
PMS.KANTOR PERWAKILAN BI PEMATANGSIANTAR,36.875,42.291666666666664,0.875,0.0,41.25
PTK.KANTOR PERWAKILAN BI PROVINSI KALIMANTAN BARAT,177.77777777777777,1166.2962962962963,7.185185185185185,0.0,20.814814814814813
PWT.KANTOR PERWAKILAN BI PURWOKERTO,601.3076923076923,1252.2307692307693,3.5384615384615383,0.0,25.153846153846153
SB.KANTOR PERWAKILAN BI PROVINSI JAWA TIMUR,216.79439252336448,615.2897196261682,5.009345794392523,0.102803738317757,83.65
SBG.KANTOR PERWAKILAN BI SIBOLGA,23.285714285714285,0.5238095238095238,1.6666666666666667,0.0,79.75
SLO.KANTOR PERWAKILAN BI SOLO,57.0,106.58974358974359,1.8717948717948718,0.07692307692307693,34.24324324324324
SM.KANTOR PERWAKILAN BI PROVINSI JAWA TENGAH,334.60215053763443,661.1290322580645,2.935483870967742,0.053763440860215055,38.66304347826087
SMR.KANTOR PERWAKILAN BI PROVINSI KALIMANTAN TIMUR,96.4054054054054,837.6216216216217,3.8378378378378377,0.0,35.78378378378378
SN.KANTOR PERWAKILAN BI SINGAPORE,5947.857142857143,23.571428571428573,72.71428571428571,0.14285714285714285,8.571428571428571
SR.KANTOR PERWAKILAN BI PROVINSI BANTEN,346.51162790697674,113.83720930232558,7.046511627906977,0.0,46.627906976744185
TGL.KANTOR PERWAKILAN BI TEGAL,1822.4411764705883,6400.529411764706,8.264705882352942,0.029411764705882353,32.0
TKY.KANTOR PERWAKILAN BI TOKYO,635.0,507.75,42.0,0.0,28.5
TRK.KANTOR PERWAKILAN BI PROVINSI KALIMANTAN UTARA,680.7272727272727,65.66666666666667,5.333333333333333,0.030303030303030304,24.181818181818183
TSM.KANTOR PERWAKILAN BI TASIKMALAYA,538.0625,440.9375,7.5,0.0625,23.516129032258064
TT.KANTOR PERWAKILAN BI PROVINSI MALUKU UTARA,33.793103448275865,393.44827586206895,1.5862068965517242,0.0,42.37931034482759
UKPS.UNIT KHUSUS PEMBANGUNAN SPU DC & BRS,747.1891891891892,827.4864864864865,84.72972972972973,1.4324324324324325,8.567567567567568
UKTSI.UNIT KHUSUS TRANSFORMASI SISTEM INFORMASI,2087.6216216216217,4398.0,81.62162162162163,6.783783783783784,7.27027027027027
YK.KANTOR PERWAKILAN BI PROVINSI DAERAH ISTIMEWA YOGYAKARTA,1527.6666666666667,669.3846153846154,5.717948717948718,0.05128205128205128,58.1578947368421
