state,block credential,inactive days teams,inactive days onedrive,inactive days sharepoint,active last week onedrive/sharepoint,active last week or,active last week all,active last week teams,active last week onedrive,active last week sharepoint
KP,0.002798507462686567,3.1809314033983638,19.955513784461154,23.224159402241593,0.8053482587064676,0.9362562189054726,0.5354477611940298,0.9319029850746269,0.7587064676616916,0.5836442786069652
KPWDN,0.0,9.575495678698525,46.76712328767123,33.286210317460316,0.5685304304799604,0.8312716476991588,0.2978723404255319,0.7882236516575952,0.4705591291439881,0.4156358238495794
KPWLN,0.0,0.46153846153846156,16.346153846153847,14.346153846153847,0.8846153846153846,1.0,0.5,1.0,0.7692307692307693,0.6153846153846154
