state,viewed or edited file count,synced file count,shared internally file count,shared externally file count,inactive days
KP,1008.683866956792,1160.0254895865714,102.82810071495182,3.3863848305875037,20.09552145317883
KPWDN,406.8066271018793,621.4455984174085,4.195351137487636,0.04451038575667656,46.6288032454361
KPWLN,1884.1153846153845,132.96153846153845,76.1923076923077,0.038461538461538464,15.692307692307692
Sumatera Utara,130.0,0.0,7.0,0.0,0.0
